-,AC Type,AC Type.1,Aboard,Date,Fatalities,Flight #,Ground,Location,Operator,Registration,Route,Summary,Time,Year,cn / ln,Operator Country,rule_based_category,processed_summary,x,y,kmeans_cluster,hybrid_category,kmeans_cluster_interpretation,category_id
ACCIDENT DETAILS,Aeromarine Model 85 (flying boat),Aeromarine Model 85 (flying boat)?,6   (passengers:5  crew:1),"March 22, 1922",5   (passengers:5  crew:0),?,0,North Atlantic Ocean,Aero Limited,?,Miami - Bimini,"The plane ditched into the ocean about 40 miles East of Florida after a propeller blade broke. Only the pilot survived, being picked up over 2 days later. The flying boat was named Miss Miami.",1140,1922,?,,Mechanical failure,ditched ocean mile east florida propeller blade broke survived picked day flying boat miss miami,0.10352524142448338,-0.0298796632656318,6,Mechanical failure,Mechanical failure,6
ACCIDENT DETAILS,de Havilland DH-18 / Farman F-60 Goliath,de Havilland DH-18 / Farman F-60 GoliathG-EAOW/FGEAD,7   (passengers:5  crew:2),"April 07, 1922",7   (passengers:5  crew:2),?,0,"Grandvilliers, France",Daimler Airways / Grands Express Aeriens,G-EAOW/FGEAD,Croydon - Le Bourget,"A midair collision occurred at 400 ft. in poor visibility approximately 18 miles north of Beauvais, France. The pilots of both planes were using the road as a route marker in bad weather and poor visibility. This was the  first commercial midair collision in aviation history. Two killed on the de Havilland, five on the Faman F-60.",1315,1922,4,,Weather-related,midair collision occurred poor visibility mile beauvais pilot plane using road marker weather poor visibility commercial midair collision aviation history killed havilland faman,0.16876989299778275,0.10467164977337913,12,Weather-related,Weather-related,12
ACCIDENT DETAILS,?,??,17   (passengers:0  crew:17),"April 08, 1922",17   (passengers:0  crew:17),?,0,"Pao Ting Fou, China",?,?,Test,Aboard were all workers taking part in a flight test. All seventeen aboard were Chinese nationals.,?,1922,?,,Test/Demonstration flight,aboard worker test seventeen aboard chinese national,0.02572273126815973,-0.012262283989828386,11,Test/Demonstration flight,Test/Demonstration flight,11
ACCIDENT DETAILS,Bleriot Spad 27,Bleriot Spad 27F-ACMH,3   (passengers:2  crew:1),"June 03, 1922",3   (passengers:2  crew:1),?,0,"Off Folkestone, Kent, England",Cie des Messageries Aeriennes,F-ACMH,Croydon - Paris,Went down into the English Channel while en route.,?,1922,555,,Unclear cause,english channel,0.0054596337957905,-0.0014656866639095444,12,Weather-related,Weather-related,12
ACCIDENT DETAILS,LVG C VI,LVG C VI?,3   (passengers:2  crew:1),"July 04, 1922",2   (passengers:1  crew:1),?,0,"Fuhlsbuttel, Germany",?,?,Hamburg - Berlin,"The passenger/mail plane lost it's engine while taking off and crashed into trees. Actress Fern Andra survived the accident but her director, Georg Bluen did not. The pilot, Lothar von Richthofen, was also killed. He was a World War I ace and brother of Manfred von Richthofen (The Red Baron).",?,1922,?,,Mechanical failure,passenger mail lost engine tree actress fern andra survived accident director georg bluen lothar von richthofen killed world war ace brother manfred von richthofen red baron,0.19941629659635718,-0.13443486464351817,6,Mechanical failure,Mechanical failure,6
ACCIDENT DETAILS,Potez 29,Potez 29F-FREI,5   (passengers:4  crew:1),"July 16, 1922",5   (passengers:4  crew:1),?,0,"Near Saverne, Lorraine, France",Compagnie Franco-Roumaine de Navigaation Aerienne,F-FREI,Strasbourg - Paris,Lost an engine and could not make an emergency landing because of gusty winds. Stalled while making a turn and crashed.,1645,1922,25,,Control loss,lost engine make emergency landing gusty wind stalled,0.2903414750169947,-0.2894199559552155,2,Control loss,Control loss,2
ACCIDENT DETAILS,Breguet 14,Breguet 14F-ALVE,3   (passengers:2  crew:1),"July 26, 1922",3   (passengers:2  crew:1),?,0,"Cadix, Spain",Grands Express Aeriens,F-ALVE,?,"While attempting to make an emergency landing due to engine problems, the aircraft hit telephone lines and crashed.",?,1922,117,,Shot down/Military action,make emergency landing engine problem hit telephone line,0.2533367028453251,-0.22069426467784536,8,Shot down/Military action,Shot down/Military action,8
ACCIDENT DETAILS,De Havilland DH-4,De Havilland DH-4227,1   (passengers:0  crew:1),"September 07, 1922",1   (passengers:0  crew:1),?,0,"Indianapolis, Indiana",US Aerial Mail Service,227,?,The plane stalled shortly after takeoff and crashed.,?,1922,?,,Control loss,stalled takeoff,0.1638097795689663,-0.19645178496469326,2,Control loss,Control loss,2
ACCIDENT DETAILS,de Havilland DH-9,de Havilland DH-9G-EAYT,4   (passengers:3  crew:1),"October 02, 1922",4   (passengers:3  crew:1),?,0,"Venice, Italy",de Havilland Air Service,G-EAYT,Venice - London,Shortly after taking off the plane crashed into the sea and sank.,?,1922,14,,Unclear cause,sea sank,0.0529849605111674,-0.024148637139942163,12,Weather-related,Weather-related,12
ACCIDENT DETAILS,Breguet 14,Breguet 14?,2   (passengers:1  crew:1),"October 25, 1922",2   (passengers:1  crew:1),?,0,"Larache, Morocco",Grands Express Aeriens,?,?,Crashed under unknown circumstances.,?,1922,?,,Unclear cause,unknown circumstance,0.03785943774775863,-0.010533194551996933,12,Weather-related,Weather-related,12
ACCIDENT DETAILS,Breguet 14,Breguet 14F-ALNA,1   (passengers:0  crew:1),"December 03, 1922",1   (passengers:0  crew:1),?,0,"Fez, Morocco",Grands Express Aeriens,F-ALNA,Toulouse - Barcelona - Valencia - Alicante - Malaga - Rabat,While flying in foggy conditions the pilot reduced altitude and crashed into a hill.,?,1922,14,,Weather-related,flying foggy condition reduced altitude hill,0.16000726597901818,0.06807997883548009,12,Weather-related,Weather-related,12
ACCIDENT DETAILS,Lioré-et-Olivier H-13,Lioré-et-Olivier H-13F-AEIB,4   (passengers:2  crew:2),"January 10, 1923",3   (passengers:1  crew:2),?,0,"Ajaccio, France",Amee de l'Air,F-AEIB,?,The plane crashed mid-air due to a structural failure of the tail.,?,1923,4,,Mechanical failure,mid air structural failure tail,0.098011360567095,-0.08123106028885263,6,Mechanical failure,Mechanical failure,6
ACCIDENT DETAILS,Breguet 14,Breguet 14F-ALJU,1   (passengers:0  crew:1),"January 17, 1923",1   (passengers:0  crew:1),?,0,"Barcelona, Spain",Grands Express Aeriens,F-ALJU,?,Crashed into a mountain during a snowstorm.,?,1923,6083-130,,Terrain collision,mountain snowstorm,0.15525054467289018,0.27474198215174866,9,Terrain collision,Terrain collision,9
ACCIDENT DETAILS,De Havilland DH-4,De Havilland DH-4223,1   (passengers:0  crew:1),"January 18, 1923",1   (passengers:0  crew:1),?,0,"Cheyenne, Wyoming",US Aerial Mail Service,223,?,Crashed during a mail flight.,?,1923,?,,Unclear cause,mail,0.0284885209598539,0.008204938976920768,12,Weather-related,Weather-related,12
ACCIDENT DETAILS,De Havilland DH-4,De Havilland DH-4291,1   (passengers:0  crew:1),"February 26, 1923",1   (passengers:0  crew:1),?,0,"Meadville, Pennsylvania",US Aerial Mail Service,291,?,The pilot lost control of the aircraft  while on approach in poor weather conditions.,?,1923,?,,Control loss,lost control poor weather condition,0.3823327412882495,0.2105360117899007,2,Control loss,Control loss,2
ACCIDENT DETAILS,Farman F-60 Goliath,Farman F-60 GoliathF-AEBY,6   (passengers:4  crew:2),"May 14, 1923",6   (passengers:4  crew:2),?,0,"Near Amiens, Picrdie, France",Grands Express Aeriens (Air Union),F-AEBY,Paris - London,"Broke-up in mid air after suffering structural failure at 3,000 ft. after a onboard fire weakened the plane's structure losing a wing. Possibly started by a passenger discarding a match after lighting a cigarette.",1342,1923,15,,Mechanical failure,broke mid air suffering structural failure onboard fire weakened structure losing wing possibly passenger discarding match lighting cigarette,0.1584073526884951,-0.1338203969234558,6,Mechanical failure,Mechanical failure,6
ACCIDENT DETAILS,Farman F.60 Goliath,Farman F.60 GoliathF-AECB,11   (passengers:9  crew:2),"August 27, 1923",1   (passengers:1  crew:0),?,0,"East Mallling, United Kingdom",Air Union,F-AECB,Paris - Berck-sur-Mer - Croydon,"The aircraft lost an engine about 45 minutes into the flight. As the plane was incapable of maintaining level flight with only one engine operating, the pilot decided to make an emergency landing. He asked the mechanic to ask two passengers to move towards the rear of the aircraft. This instruction was apparently misunderstood by the passengers, as four of them moved towards the rear of the aircraft. This affected the center of gravity of the aircraft, which then entered into a spin and crashed.",1730,1923,4,,Control loss,lost engine minute incapable maintaining level engine operating make emergency landing mechanic ask passenger move towards rear instruction apparently misunderstood passenger moved towards rear affected center gravity entered spin,0.18132371626158716,-0.16711644730864286,2,Control loss,Control loss,2
ACCIDENT DETAILS,Blériot Spad 46,Blériot Spad 46F-AEGN,2   (passengers:1  crew:1),"August 27, 1923",2   (passengers:1  crew:1),?,0,"Bucharest, Romania",Campagnie France Roumaine,F-AEGN,?,Crashed while on approach to Bucharesst.,?,1923,28,,Unclear cause,bucharesst,0.0,0.0,12,Weather-related,Weather-related,12
ACCIDENT DETAILS,De Havilland DH-4,De Havilland DH-4283,1   (passengers:0  crew:1),"September 07, 1923",1   (passengers:0  crew:1),?,0,"Colton, Ohio",US Aerial Mail Service,283,?,Crashed during an emergency landing attempt.,?,1923,?,,Pilot error,emergency landing attempt,0.17613623210351262,-0.14121581451456974,7,Pilot error,Pilot error,7
ACCIDENT DETAILS,de Havilland DH-34,de Havilland DH-34G-EBBS,5   (passengers:3  crew:2),"September 14, 1923",5   (passengers:3  crew:2),?,0,"Near Ivinghoe, Buckinghamshire, England",Daimler Airways,G-EBBS,Croydon - Manchester,Crashed while attempting a forced landing after encountering heavy rain.,c 18:00,1923,29,,Pilot error,forced landing encountering heavy rain,0.13310160942861052,-0.03641486425734301,7,Pilot error,Pilot error,7
ACCIDENT DETAILS,Junkers F-13,Junkers F-13D-257,5   (passengers:2  crew:3),"November 18, 1923",3   (passengers:1  crew:2),?,0,Russia,CCCP,D-257,?,Crashed during a training flight.,?,1923,?,,Weather-related,training,0.01844820151823847,-0.009027335605240223,12,Weather-related,Weather-related,12
ACCIDENT DETAILS,De Havilland DH-4,De Havilland DH-4318,1   (passengers:0  crew:1),"December 06, 1923",1   (passengers:0  crew:1),?,0,"Castalia, Ohio",US Aerial Mail Service,318,?,Crashed under unknown circumstances.,?,1923,?,,Unclear cause,unknown circumstance,0.03785943774775863,-0.010533194551996933,12,Weather-related,Weather-related,12
ACCIDENT DETAILS,Zeppelin Dixmunde (airship),Zeppelin Dixmunde (airship)L-72,52   (passengers:?  crew:?),"December 23, 1923",52   (passengers:?  crew:?),?,0,Over the Mediterranean Sea,Military - French Navy,L-72,Toulon - Algiers,"Crashed while on a flight from Toulon, France to Algiers, Algeria.  The last known radio contact reported the ship nearly out of fuel and battling strong winds.  Struck by lightning.",c 02:30,1923,?,,Weather-related,toulon algiers algeria last known radio contact reported ship nearly fuel battling wind struck lightning,0.10196949790999654,-2.7788748565616935e-05,12,Weather-related,Weather-related,12
ACCIDENT DETAILS,De Havilland DH-4,De Havilland DH-4315,1   (passengers:0  crew:1),"December 24, 1923",1   (passengers:0  crew:1),?,0,"Egbert, WY",US Aerial Mail Service,315,?,Crashed into a montain in poor weather conditions.,?,1923,?,,Weather-related,montain poor weather condition,0.3463496118430718,0.3806754780053816,12,Weather-related,Weather-related,12
ACCIDENT DETAILS,De Havilland DH-4,De Havilland DH-4327,1   (passengers:0  crew:1),"March 07, 1924",1   (passengers:0  crew:1),?,0,"Grampian, Pennsylvania",US Aerial Mail Service,327,?,Crashed during a snowstorm.,?,1924,?,,Weather-related,snowstorm,0.012469332142583825,0.005381783876225475,12,Weather-related,Weather-related,12
ACCIDENT DETAILS,Fokker F.III,Fokker F.IIIH-NABS,3   (passengers:2  crew:1),"April 24, 1924",3   (passengers:2  crew:1),?,0,Over the English Channel,KLM Royal Dutch Airlines,H-NABS,"Lympne, England - Rotterdam, The Netherlands",The aircraft disappeared over the North Sea. The plane and passengers were never found.,?,1924,1535,,Shot down/Military action,disappeared sea passenger found,0.09000354932678915,-0.019406648145094536,8,Shot down/Military action,Shot down/Military action,8
ACCIDENT DETAILS,Junkers F-13,Junkers F-13A16,5   (passengers:3  crew:2),"June 08, 1924",5   (passengers:3  crew:2),?,0,"Barranquilla, Colombia",SCADTA,A16,Barranquilla - Bogota,Stalled after taking off and crashed into houses..,?,1924,684,,Control loss,stalled house,0.07119860491612343,-0.06543843938175739,2,Control loss,Control loss,2
ACCIDENT DETAILS,De Havilland DH-4,De Havilland DH-4297,1   (passengers:0  crew:1),"August 01, 1924",1   (passengers:0  crew:1),?,0,United States,US Aerial Mail Service,297,?,"The pliot made a low pass in honor of another pilot who had died, stalled and cashed.",?,1924,?,,Control loss,pliot made low pas honor died stalled cashed,0.08700929972957092,-0.020288653944955083,2,Control loss,Control loss,2
ACCIDENT DETAILS,Breguet 14,Breguet 14F-AFBD,1   (passengers:0  crew:1),"November 06, 1924",1   (passengers:0  crew:1),?,0,"Cabrerolles, France",Grands Express Aeriens,F-AFBD,?,"While en route the pilot encountered thunderstorms, lost control and crashed.",?,1924,?,,Control loss,encountered thunderstorm lost control,0.14165931823662273,-0.06283155277632471,2,Control loss,Control loss,2
ACCIDENT DETAILS,De Havilland DH-4,De Havilland DH-4311,1   (passengers:0  crew:1),"December 21, 1924",1   (passengers:0  crew:1),?,0,"Goshen, Indiana",US Aerial Mail Service,311,?,"Lost in a snowstorm, the pilot decided to bail out of the plane but was killed.",?,1924,?,,Weather-related,lost snowstorm bail killed,0.09997841265473648,-0.046448906313913386,12,Weather-related,Weather-related,12
ACCIDENT DETAILS,de Havilland DH-34B,de Havilland DH-34BG-EBBX,8   (passengers:7  crew:1),"December 24, 1924",8   (passengers:7  crew:1),?,0,"Purley, England",Imperial Airways,G-EBBX,London - Paris,"Shortly after taking off, witnesses observed a puff of white smoke after which the plane nose-dived into the ground. Crashed due to an unknown mechanical failure and subsiquent stall. Captain Stewart and seven passengers were killed in an attempted forced landing.",c 12:00,1924,36,,Control loss,witness observed puff white smoke nose dived ground unknown mechanical failure subsiquent stall captain stewart passenger killed attempted forced landing,0.17288291053796156,-0.10764027586179312,2,Control loss,Control loss,2
ACCIDENT DETAILS,Junkers F-13,Junkers F-13R-RECA,5   (passengers:3  crew:2),"March 22, 1925",5   (passengers:3  crew:2),?,0,"Near Tiflis, Georgia, USSR",Zakavia,R-RECA,Tiflis - Suchumi,Shortly after take off the plane went out of control and crashed in flames.,?,1925,590,Argentina,Control loss,control flame,0.1232462756219018,-0.08157363389157438,2,Control loss,Control loss,2
ACCIDENT DETAILS,Breguet 14,Breguet 14F-AFBB,3   (passengers:1  crew:2),"April 25, 1925",3   (passengers:1  crew:2),?,0,"Alicante, Spain",Grands Express Aeriens,F-AFBB,Alicante - Barcelona - Toulouse,"Shortly after takeoff, while flying at a low altitude, in poor visibility, the, aircraft hit a lightning rod, stalled and crashed.",?,1925,202,,Weather-related,takeoff flying low altitude poor visibility hit lightning rod stalled,0.2540516133576502,0.020824536981183757,12,Weather-related,Weather-related,12
